context,emotion
天  国儿 快快   只能 说 时机  正赶上 冬奥 全民 逆反 hgr   平时  以国儿  路 人缘    骂 成  ,0
美国 选手 陈巍 金牌 北京 时间 月 日 花样滑冰 男子 单人滑 比赛 结束 两届 冬奥 冠军 日本 选手 羽生 结弦 无缘 三连冠 排名 第四 美国 选手 陈巍 获得 金牌 日本 选手 键山 优真 获得 银牌 宇野昌磨 获得 铜牌 L 网综 天天   微博 视频,0
刘雨昕 刘雨昕 运动  联 濛 运动  联 濛 拼搏  坚持  汗水 为伴 突破 划破 界限 无畏 艰难  运动 绽放 活力  梦想 进步 不歇 贺 新春 迎 冬奥  刘雨昕  运动  联 濛  送上 别样 惊喜,1
虎年 闹元宵  中国 冬奥 健儿 加油 虎年 闹元宵 超级 好吃  三全 豆沙 山药 汤圆 ,1
举世瞩目  北京 冬奥会  开启 火炬 传递 奥林匹克 圣火  天将   北京 点燃  庆贺 北京 年 冬奥会  冬 残奥会 喜迎 壬寅 虎年 南京 公共关系 协会 雨花石 专委会 特 举办 迎新春 庆 冬奥 精品 雨花石 展  现阶段 疫情 防控  专委会  春节 期间 联合 雨花石  乡 公众 号 先期 推出 雨花石 网上 展祝 亲们 虎年 虎虎生威 生龙活虎 如虎添翼  推出 第四期 请  展览 举世瞩目  北京 冬奥会  开启 火炬 传递 奥林匹克 圣火  天将   北京 点燃  庆贺 北京 年 冬奥会  冬 残奥会 喜迎 壬寅 虎年 南京 公共关系 协会 雨花石 专委会 特 举办 迎新春 庆 冬奥 精品 雨花石 展  现阶段 疫情 防控  专委会  春节 期间 联合 雨花石  乡 公众 号 先期 推出 雨花石 网上 展祝 亲们 虎年 虎虎生威 生龙活虎 如虎添翼  推出 第四期 请  展览 图片 图片 图片 图片 图片 图片 图片 图片 图片 图片 图片 图片 图片 图片 图片 图片 图片 图片,0
肖战 晒 汤圆 祝  元宵节 快乐 肖战  元宵节 视频    笑  停不下来 肖战    好玩  肖战   有趣  灵魂 今儿   喜欢  ,1
刘亦菲 发文 支持   冬奥 感谢 美国 友人,0
天  一年 前     只發  一條 微博 真的 無聊  一年 後   冬奧  真的 不在乎 ,-1
想 早点  上班    同事  段  活着 急 天   黑  中国 冬奥 健儿 加油 L 晨曦  姐姐  微博 视频,1
冬奥 男子 冰球 美国 VS 中国,0
树屋 热点 追踪 北京 年 冬奥会 北京 冬奥会  北京 冬奥 比赛  如火如荼   中 各家 媒体 自然    活跃 树屋   推出 一系列 外国人 视角  冬奥 系列 短 视频     听说   北京 冬奥  餐厅    黑 科技 高智能  设备 设施   有多黑 科技    冬奥会 媒体 餐厅  烹饪  上菜  自动  系统  油管 日本 朝日新闻 L 树屋 字幕组  微博,0
冬奥 手绘 大赛 北京 冬奥会,1
刘雨昕 冬奥 如约   U I 终于      喜欢 刘雨昕  黑日白 月 L 天天向上  微博 视频,0
广西 百色市 急需 口罩  防疫 物资   顶顶  北京 冬奥 重要 广西 疫情 抗疫  重要,0
奋进 新 时代 强国    赓续 初心立 潮头 相约 冬奥  未来 建党 百年  党 带领 人民   富足  生活  未来    团结一心 跟党走 努力实现 中华民族 伟大 复兴 外国语 学院,1
蔡 徐坤 原创 音乐 制作  蔡 徐坤 cxk 蔡 徐坤 加盟 星运 电台 冬奥 季  世界 乱糟糟    干干净净  悬    心上 作 太阳  月亮,1
冬奥 主播  冰墩 墩 拿捏 住  真的  喜欢  冰墩 墩  钥匙扣          太 想要  冰墩 墩,1
北京 冬奥会 闭幕式 冬奥会 闭幕式 北京 冬奥 再见 ,0
北京 冬奥会 开幕式  国家 参与   中国 俄罗斯 美国 加拿大  拥有 庞大 冬奥 队伍  国家      两个 参赛选手  国家  奥林匹克  赛场   不在意    国家    永远  记忆 留存   雪花  也许   冬奥 小国  只能    参赛  项目   尽全力 来到   意义  中国  这场 开幕式  永远 记住  ,0
花滑 表演 滑 堪称 视觉 盛宴  完花 滑 直播  出门 办 正事  小区  封   进不出   冬奥 闭幕 心理 空落落      疫情 隔离 在家 真 难受  想 上班,-1
 抖音  羽生 结弦 刷屏 冬奥  花 滑  依旧  首都体育馆 举办  十年 前 好几场 中国 杯    上海  柚子 犹在  麦子 早已 隐没  赛场 之下,0
肖战 手绘 雪容 融为 冬奥 健儿 加油 图文并茂  祝福 超级 赞   冬奥 健儿 加油,1
 中国 冬奥 健儿 加油 虎年 闹元宵 月儿圆  团圆 汤 圆圆  圆,1
北京 冬奥 立春 开幕 期待,1
羽生 结弦 北京 冬奥会 搬   板凳 坐等 精彩 比赛   冬奥 疯狂  call,1
冬奥 值日生 计划 张艺谋 吴京 郭晶晶 蔡国庆 刘烨 张卫健 倪萍 夏雨 林依轮 潘长江 陶虹 周深 杜江 文 牧野 吴彦 姝 蔡明 陈建斌 叶乔波 王志飞 李易峰 容祖儿 邓超 景甜 陈学冬 吴磊 宋祖儿 朱正廷 王艺瑾 陈卓璇 张艺凡 陈学冬   冬奥会 送祝福 祝愿   冬奥 健儿     冰场  舞动 青春 创造 奇迹 爱  明信片 祝福 冬奥 健儿 L 中国 电影 报道  微博,1
短道 速滑 中国队 背后  技术 教练   一段 传奇  六次 获得 冬奥 冠军 安贤洙      时代 L 饭圈姐  微博 视频,1
冬奥 运动员 同款   用过 左边  款  下次  试试看 感觉 挺不错 ,1
克宫 回应 白宫  俄罗斯 比作 狐狸 冬奥 期间 请 美国佬 闭嘴,-1
北京 冬奥  比赛 结束 结束    快乐 源泉    舍不得,-1
龚俊 冬奥 播报  龚俊,1
아 니 그 있 잖 아 刚刚 吃瓜 造雨 二位   发现  冬奥 立场  塌房  黑泡 圈      事    bb     关系    天 李珍勇 真的     废话  多干  想起  mkitwon  节目 里   配   字幕     一位 佛祖   真的  ,-1
中国 驻 韩 大使馆 阐明 立场 当初 限 韩令 解除   韩国 脸    韩国      动手  中国 留学生    垃圾 国家 平昌 冬奥   中国 人有 动手   中国  韩国 留学生     素质 显而易见 真的 考虑一下  限韩    一年  毕业  真 不想 读      语 学院   问 家里 要钱   打工  开销   打工 钱付   不真  白 瞎  父母 辛苦 赚,-1
北京 冬奥 闭幕 下届 冬奥 周期  年 意大利 米兰 科尔 蒂纳 BTW   希望 疫情  结束    自由 飞翔 ,1
刘雨昕 冬奥 如约   好看,1
冬奥 顶流 冰墩 墩 雪容融  双 叒 叕 卡门  顶流 冰墩 墩   大气 一点  雪容融 先进 ,0
极简 原木 风  高级 魅力  间 公寓 采用 灰白色 调和 原木色  搭配 留白 余  利用 干净 流畅  线条 丰富 空间 简洁 明亮  单调 打造出   清新 舒适  家居环境 装修 灵感 库 新星 助力 冬奥 冰雪 健儿 出租屋 改造,0
周深献声 致敬 冬奥 打开 首页 掉落 惊喜 致敬 冬奥 运动 健儿  奔  未来,1
闭幕式 节目单  吼  说 全是 短片   倒  过瘾  疫情 防控  人民 安全    人怕  冬奥 办会 理念     别国 冬奥  更是 可笑  疫情  设计  节目        好看    中国 文化  大国 形象 输出  到位 说   北京奥运 联动   认真   瞎 ,-1
张颖颖 汪小菲 同款 情侣 外套 真   无聊 至极  半点 意义  热 搜上  干    关注 冬奥  衡水 桃城 中学 不行  干嘛 总占 公共资源 语 ing,-1
科技 感拉满  北京 冬奥  精彩  出彩 北京 冬奥  黑 科技 真的 无处不在 百年 奥运 史上 独一无二  主 火炬 技术 直播 世界  地屏 阿里 云聚 CloudME  相隔 千里   隔空 云端 相聚  阿里巴巴 打造 AI 驱动  数字  冬冬 数字 藏品 云 徽章  外国 运动员  频频 点赞  中国 科技 震撼  世界    哪项 黑 科技 震撼 ,1
 手语 盘点 冬奥 中国 高光 瞬间  高光 瞬间 真的  值得   记住 技术 发展  AI  记录  高光 瞬间 AI  播报 冬奥 中国 激情 瞬间,1
广西 百色市 急需 口罩  防疫 物资 这热 搜降   是因为 冬奥 期间 允许  疫情,-1
冬奥 盛会  中国式 浪漫 中国 牛  不行,1
刘雨昕 冬奥 如约   刘雨昕  唱歌 好听 跳舞  贼 厉害   刘雨昕   冬奥 加油,1
北京 冬奥会 闭幕式 冬奥会 北京 冬奥会 圆满 收官 感谢  春节 奥林匹克 精神 带给   激励  能量 工作人员  辛苦  祝福  伟大  祖国 繁荣昌盛 越来越  希望 年 疫情 退散  不用  戴 口罩  希望  冬奥  冰雪 运动  成功 普及     东北  文旅 产业 兴旺   欢迎    黑吉 辽 滑雪 ,1
 冬奥 火炬手 针织 帽 种草       种草   冬奥 同款 针织 帽  好看  暖 心 火炬手   帽子 太 好看  雷军  马龙  大佬      期望   ,1
救命  有人  周洋 不配  懂  听听 解说  懂   长距离 中国队 弱项 周洋  役 期间 却是 长距离 当之无愧 无可争议  世界 第一    面对 韩国 短道 三个    冠军 那种     三枚 冬奥 金牌 冬奥 历史 第一   唯一  卫冕  懂别 瞎 逼 逼 行不行,-1
Springiscoming 今日 立春 冬奥会 开幕  大学 同学 冬奥会 医疗保障  报道  新冠 疫情   封闭 园区   二十天   冬奥  抗击 疫情  付出  太多太多 也许    用到 喉镜     想到 这是  当年  大学 同学 做  总代理 喉镜 太小     特别 在意  牌子  做好 医疗 急救 保障    爱尔为  高兴 以色列 喉镜    北京  冬奥 保障 做些 贡献 立春  春天 ,1
万事 顺意 皆 圆圆满满 虎年 闹元宵  中国 冬奥 健儿 加油,1
首都机场 日起 暂停  公众 开放 恢复 时间 另行通知 淘途   资讯 首都机场  中国 民用 航空局 下称 民航局 此前 公布  奥运 期间 航空 出行 保障 计划 北京 首都国际机场 下称 首都机场   号 航站楼  用于 保障 冬奥 航班   保障 涉奥 人员 好来  走  思路  疫情 防控  之下  月 日起 号 航站楼   用于 冬奥 航班 保障 工作 首都机场 日 发布 通知 进一步 证实    消息  首都机场 发布  公告  月 日 时起 号 航站楼 暂停  社会公众 开放  恢复 时间   通,0
罗云熙  抱歉 打扰  纠结   久   来到 主超    广西  一名 罗狮粉  几天 百色 疫情 物资  缺乏 广西 百色 疫情 求援  热 搜    不去 希望     冬奥      关注  广西 百色  热 搜       多一点 关注 物资 真的  短缺 下图  一部分  物资  希望    关注 百色 疫情  求 扩一波  带来  打扰 感到 抱歉 广西 百色市 急需 口罩  防疫 物资 广西 百色 多地 开放 接收 社会 捐赠 渠,0
 冬奥 开幕式  说 美国    多人 我爸 活着    ,0
竣工  竣工  历时 七个 半小时    元宵节 出生  皮 同志 你好   想到    两遍 央视  元宵节 晚会  期间  晚间新闻  冬奥 亮点 节目,0
肖战 晒 汤圆 祝  元宵节 快乐 xz 肖战 手绘 雪容 融为 冬奥 健儿 加油 今儿  北京 大院 儿肖 春生 版  祝福 一祝 奥运健儿  加油 二祝 大家伙儿 元宵 快乐,1
冬奥 闭幕式 短片  韩国 垃圾 片段   真棒,1
  冬奥 想  九月  疫情 原因 电影院 开门 呜呜 呜呜 呜呜 呜呜  X X 非人 ,-1
冬奥 位 夺冠 选手 全  黑龙江 冰雪 运动员 大部分   东三省 ,0
热评 冬奥 丨 绝地 反击 谷爱凌 站   赢 O 热评 冬奥 丨 绝地 反击 谷爱凌 站   赢,0
丁程鑫 张真源  参加 冬奥 闭幕式 黑不溜秋 真的 找 不到   感觉 所有人 头  圆,0
人民 幸福 大国 之重  全面 建设 社会主义 现代化 国家  新 征程   坚持  人民  中心  发展 思想 携手 努力  打赢 脱贫 攻坚战 疫情 防控 坚决  冬奥 圣火 熊熊燃烧 航天事业 再创 佳绩 一个个 令人振奋  成绩  中国共产党 团结 带领 全国 各族人民 不懈 奋斗    新春佳节 之际   重温 习近平 总书记  谆谆 嘱托   未来 O 习声 回响 温暖 聆听 世界 期待 中国 中国 做好   L 拱墅 发布  微博,1
 说  冬奥 版本  雪花  app  版权 我下 我下  不行  童声 合唱 雪花,0
拼过  闪耀  支持 冬奥 健儿 闪耀 出征,1
上天 猫 买 冬奥 定制 款  点 库存  没买  冰墩 墩,0
大家伙儿 做法 失败   办法    稳   中国  实力 确实 差   一大截      寄希望于 日 韩 运动员 把辱华 垃圾 挤下去 希望  一届 冬奥 时 中国   高 实力 花滑 选手   祝  洪水 割  isu 四杆 进洞 水多  不成问题,-1
北京 冬奥会 拼过  闪耀 集齐  冬奥 徽章  开出  元 红包  中国 冬奥 健儿 加油 瓜分  红包    玩吧 O 集 徽章 分 ,1
拼过  闪耀  支持 冬奥 健儿 闪耀 出征,1
疫情 妨碍    冬奥 帅哥 疫情 真的 讨厌 妨碍   帅哥,-1
听障 学生 小时 制作 雪雕 致敬 冬奥      作品  真的  挺 震惊       身上 学到  一种  奥林匹克 精神   追求 追 雪人,1
 zz 资本 饭圈 文化 入侵  冬奥  看不下去 ,-1
北京 冬奥会 闭幕式 圆满 冬奥 结束  关键  控制 疫情  L 央视 新闻  微博 视频,1
 恨 疫情   想  冬奥 现场,-1
唐嫣 ty 唐嫣 冬奥 赛事 播报 生活 中有   不如意   开心  寄希望于  当初   永远   开心,0
 TM 真的  庆幸 我爱豆  冬奥  乱 开麦,1
北京 年 冬奥会 月 日  北京 冬奥会 花滑 双人滑 比赛 中 中国 组合 隋 文静 韩聪 夺金 中国 冬奥 军团 金牌 总数  枚 超过 美国队 暂列 奖牌榜 第三位,0
龚俊 冬奥 播报 gj 龚俊 冬奥 赛事 播报  俊俊 有没有  比赛  时间   下班   宝贝,0
北京 冬奥  比赛 结束 北京 冬奥会   比赛 结束 中国 冬奥 代表队 获得 金 银 铜 名列 奖牌榜 第三 力压 美国 创造 冬奥 历史纪录 无以伦比  开幕式 场馆 服务  中国   热情 温暖  征服  全世界   疫情 寒冬 里 苦苦 挣扎  人民  心 Perfect 期待 今晚  闭幕式  惊艳,0
        疑惑     两条 爆 苏翊鸣  金牌 重要  值得    一点一点 下降   滑雪 职业 运动员   北京 冬奥会 这场 家门口  冬奥  家门口  金牌  偷  值得  爆 ,-1
细心      可贵  奥运     冰墩 墩 圈粉      疫情 核酸 天天 加班  十二点  常事   时间  冬奥   看过    说 谷爱凌 夺冠   问  谷爱凌   真的    哈哈    无聊   天天   发冰墩 墩  晚上  告诉  说      冰墩 墩      可爱 嘻嘻    换  冰墩 墩 头像 哈哈哈  可爱  昨天晚上 本来   睡意 很浓    两个 打电话  打着 打着  睡着  说  晚安    偷偷     冰墩 墩   问    晚不睡    早起 上班  想   久 睡 一会  说     喜欢  说不出  感动  爱     忙      放心   买 不买   无所谓   这份 心    知足     幸运 哈哈哈 买  两个 盲盒 耶耶耶  说  官网  货     买 超大  冰墩 墩  抱  睡觉  那种 哈哈    感觉    身边  事情 很小          重要  这件 事     重要  真的     爱意  女孩子   细节  感觉 不到     扣分   缺乏 安全感          感受     爱意     段 感情 中 成长 越来越 自信  喜欢   安全感  事    慢慢 改 他会 陪  走过 灰暗  时刻       面对 未来  勇气   相信  越来越  未来  期,1
 朋友   冬奥 开幕式 说    意识   奥林匹克 精神  分量  疫情   国与国 断链 越来越 严重       世界 关注  赛事 排除万难  世界各地   聚在一起        国家      可爱 入场  蹦蹦跳跳   手机 拍照   国旗 插  口罩 里 显得 特别 珍贵,1
   冬奥 团建    太 欢乐    想 ,1
疫情 欠  演唱会     六天 十二 场 冬奥 舞美 团队 打造  顶级 舞美 场 绝美 城堡 烟花 冷光 烟火 太 满足  最最  重要   人间 造梦师 华晨 宇将 梦里  乌托邦     火星 演唱会 yyds 提到 华晨 宇   高傲  尽数 体现 期待   火星 演唱会 L 华晨 宇 BiliBili 资源 屋  微博 视频,1
中国 男冰 门将 头盔 满满 中国 风 中国 男子 冰球队 门将,0
冬奥 盛会  中国式 浪漫 旁边 跳舞   哥哥 小姐姐 累  不行  ,0
严浩翔 手机 拜托 这是  b 词条  手机  不让 玩     玩 手机     浩比 说不定   写 歌词   家里人 聊天 没事    关注 关注 冬奥    真 没什么  黑 ,-1
谷爱凌说   去过 海南 转发,0
刘宇 加盟 星运 电台 冬奥 季 刘宇 冬奥 播报 刘宇官 宣 加盟 星运 电台 冬奥 季   冬奥 健儿 加油  冰雪 运动 喝彩 期待 刘宇,1
立春迎 冬奥 强 愿立春 带来 好运 抱拳 春光 照耀 暖意 春风 吹  温馨 春雨 洒下 吉祥 春 花绽放 希望 合十 合十 合十 L 珠珠 微 心语  微博 视频,1
冬奥 主播  冰墩 墩 拿捏 住     冬奥 主播 冬冬  拿捏     拿捏  请 工人   生产 一点  冰墩 墩,0
  号啕大哭  眼泪  哭泣 我妈 说   发  疯  说  这辈子         年轻   冬奥   国家 举办   疫情    妈妈 说 亚运会       看会      ,-1
冬奥   收官     ,0
冬奥 官方 店冰墩 墩 卖光  谢谢 我弟 旅游 时爱 乱花钱 买 纪念品 店 习惯  家中 已有 冰墩 墩 两只,0
中国女排 今晚  中国  好日子     守  电视机 前  冬奥 开幕式  垃圾   毛 水军 钱  贴  作恶 垃圾 作恶 越  反噬    越  垃圾 好自为之,-1
奥运 品质 我耀 此刻 冬奥 加油,1
肖战 肖战 手绘 雪容 融为 冬奥 健儿 加油 肖战 手绘 雪容 融为 冬奥 健儿 加油 肖战 手绘 雪容融 肖战 手绘 雪容融 诚挚  墨 以爱 缄封 见信 如晤 以心传心 看肖战 手绘 雪容融 传递 真情  接力棒 祝 冬奥 健儿  逐梦 冰雪 圆梦 北京 肖战 平安 喜乐 肖战  喜欢  肖战 我爱你,1
金博洋 北京 冬奥会 冰雪    主场 冬奥 健儿 冲冲  金博洋 北京 冬奥会 冰雪    主场 冬奥 健儿 冲冲  天天 加油,1
     冬奥 推迟 开学  情况     填  地址   没底  我内 娱担  专辑   都还没 发货 啊啊啊  假期    一只 娃   ,-1
肖战 手绘 雪容 融为 冬奥 健儿 加油 xz  冬奥   肖战   北京 冬奥会 加油  中国 运动员  加油,1
肖战 手绘 雪容 融为 冬奥 健儿 加油 光之所  梦  栖   远方     鼓舞   照亮 ,1
 有种 感觉 冬奥   不行    比赛   逆风 翻盘 一举 夺冠 短道 速滑 混合 接力 差点  进 决赛 短道 速滑 男子 险些 失金 自由式 滑雪 女子  跳台 对手 强劲 夺金 几不   女子 冰球 中国 VS 日本 中国 世界排名  点球 大战 打败 世界 排名第  日本      比赛    遗憾 小苏 摘银  比赛 昨晚  短道速,0
羽生 结弦 表演 滑 亲吻 冰面  热爱  热泪盈眶 羽生 结弦    诠释    热爱 冬奥  结束  柚子 永远   心中,1
冬奥 赛场  播放  时代 少年 团  朱雀 滚呐 运动员 听     摔个 屁股 墩,0
立春迎 冬奥 年 月 号 分 祝福   祖国 祝福 冬奥 健儿,1
北京 冬奥 开幕式      期待   中国  开幕式 ,1
看个 冬奥 全是 羽生   为啥,0
肖战 手绘 雪容 融为 冬奥 健儿 加油 元宵节 快乐 冬奥 健儿 加油 LM 视频 News  微博 视频,1
 年 月 日 正月十五 昨天 情人节  宝贝儿 特意 坐车去 看粑 粑  粑 粑 上火    金桔  元宵节 一早 打电话     晚上 回 奶奶家 吃 元宵 平时  宝贝儿   语言 哄人 开心  内心   善良  柔软  中国 冬奥 健儿 加油,1
冬奥 战 疫 守住 社会 疫情 防控 底线    冬奥 比赛  第六天  赛事 紧张 热烈   中 健儿   冰雪 场上 挥洒 汗水 勇攀高峰 令人 为之动容   比赛  核心  竞争  合作    担心  新冠 肺炎 疫情  全方位  防护    防控  滴水不漏 新冠 肺炎 疫情  世界 经历   艰难  时刻    背景  全世界  冰雪 运动选手 仍能 齐聚 北京 展开 精彩 角逐 结下 深厚 友谊  离不开 我国  疫情 防控 措施  安全 办赛 提供  坚定 保障 年底  年   新冠 肺炎 疫情 形势 依旧  严峻  全国 疫情  持续 蔓延  冬奥 筹办 工作 带来    挑战   北京  专业 完善  防控 体系 确保 各方 安全   前期 防疫 措施 到位 月 号 北京 新闻 中心 新闻 发布会 举办  冬奥会 场馆 服务 保障 专场 发布会 现场 说   保障 冬奥会 顺利  朝阳 海淀 石景山 延庆 四区 加强  闭环 内外  防疫 工作 坚持 冬奥 防疫  城市 防疫 一体 推进   坚持 冬奥 防疫  城市 防疫 一体 推进 实行 一馆 一策 一店 一策 坚持 分区 重叠 流线 交叉 边界 严 管控 人员 跨区     防控  新 局面   政策  方案  下足  苦功   科技  强势 助力 防疫  会场    导引 服务 机器人 消毒 机器人  段   科技 防疫  智慧 服务  有机   场馆 签约 酒店  驻地 交通 流线 场站  涉奥 场所  环节 严格执行 全 流线 闭环 管理 每人 每日 全 覆盖 核酸 检测 落实 人员 物品 环境 同检同 防及 每日 环境 消杀 首钢 滑雪  跳台   石景山区    城市 志愿 服务站   重点 社区 站点  余名 冬奥 城市 志愿者  上阵 服务 冬奥  北京市  冬奥会 城市 志愿 服务 站点 超 万名 城市 志愿者 上岗 服务 冬奥会  冬 残奥会 期间 城市 志愿者 累计 上岗   万人次 疫情 防控  北京 冬奥会 冬 残奥会 面临   考验 公众  冬奥 疫情 防控 工作  关注度 与日俱增 冬奥 人流 聚集 增加  始终 紧绷 疫情 防控 这根 弦   相信  万全   之下 赛事  安全 顺利  守住 社会 疫情 防控 底,0
逐梦 北京 冬奥 年 北京 冬奥会 隋 文静 韩聪羽生 结弦宇 野昌磨 陈巍 周知 方金博洋 闫涵 特鲁索 娃谢 尔巴 科娃 瓦利 耶娃 加油 期待 一分钟   表演 滑,1
羽生 结弦 花式 鼓掌 演播室 里 完赛  羽生 结弦   镜头 花式 鼓掌  心情    可爱 爱,1
周深献声 致敬 冬奥 zs 周深 新歌 梦想 指路 周深 也许      歌手  关注   遇见  遇见  眼里 再也 看不进  耳里 再也 听不见    周深  歌声 里 听到  春  秋 听到  诗  海 听到  鸟  花 听到    ,1
中国 三  无缘 U 型 场地 奖牌 垃圾 词条   中国 获得 冬奥 女子 单板 U 型 场地 赛 历史 最好 成绩,-1
肖战 肖战 期待 冬奥 赛场    抹 中国 红 肖战 抱   柿子  北京 冬奥 助力  奥运健儿 加油    庆祝 这场 冰雪 盛会  期待 未来,1
拼过  闪耀  支持 冬奥 健儿 闪耀 出征,1
冬奥  真情实感    这场 中国 vs 美国  冰球 比赛 虽败犹荣    第一次 参加 冬奥会   冰球 发展 多年  经验 实力 差距 真的     短  时间   追赶     真的  认真 坚持   一秒 进攻   努力 防守   坚强   解说  说   相信 未来 中国 冰球      发展  将来 某次 打开 电视   胜,1
刘宇 加盟 星运 电台 冬奥 季 星运 电台 冬奥 季 阵容 刘宇 加盟 星运 电台 冬奥 季,1
 冬奥    抓 马死 太 离谱  真的 太 离谱 ,-1
冬奥 限定  樱花  不行      小日子,0
美 冬奥 记者 承认 中国 清零 主持人 吃惊  结巴 大喊 美国 死  万人  资讯 O 网页 链接,0
冬奥 运动员 同款 同款 运动员 洗发水     值得 拥有  我要 买来 试一试 ,1
有人 说     选择 分数 肯定   高     梦想   选择  梦想  北京 冬奥   拿到 奖牌    历史  第一个      国际 滑联 认证  这比 冠军 更有意义 守 一座 守 不住  城  一场  不赢  仗 明知 不可       勇者   奥林匹克 精神    身上    热爱 热爱 永不 褪色  永远   心目 中  冰上 之神 无冕 ,1
刘亦菲 发文 支持   冬奥 美国 籍 艺人  发文 支持   宁家  中国籍 艺人   包场 支持   期待 仙女  梦华 录 希望 到时候    刷 热门  身影,0
冬奥 开幕  几年 前带 女儿  北京 溜 野冰  女儿 承诺 年  北京  冬奥 没想到 疫情   冬奥    只好 带娃  开幕式  年    惊艳 唯美   轻松 希望 中国 运动员  放松 心情   奖牌  升国旗 中国 运动员 入场 娃   激动  站  身姿 笔挺  敬礼,1
冬奥 闭幕式 里  张真源 不行    绷 不住 喜欢 张真源 真的  幸福 源子    开心  开心 ,1
肖战 肖战 手绘 雪容 融为 冬奥 健儿 加油 肖战 祝福 冬奥 健儿  圆梦 北京  元宵节 快乐  雪容融 太 可爱  肖战 太 好看  ,1
隋 文静 韩聪 北京 冬奥 首秀滑  不错 团体赛  中国队 拿下 分 希望 个人赛   完美 发挥,1
奋进 新 时代 强国    相约 冬奥  未来  美国 普莱西 德湖  盐湖城 冬奥会 中国  金牌 破冰 走  年 相隔 届 冬奥会 来之不易  金牌 背后 凝聚  几代 中国 冬奥 运动员  追求  梦想 外国语 学院,0
冬奥  时 冬雨 连绵 开 位于 中 越 边境  广西 百色  经历 疫情  严峻考验 范丞丞  官博 ,1
柚子 真的 超棒  好不好 不行   冬奥   难受 ,-1
工商登记 查询 软件  显示 北京  两家 东方 伟博  处于  吊销 状态  年 成立  家 成立 日期  月 日    高频    生活 里  日期  月 日 月 日    媒体 调查 周全    官媒  马虎  高级 黑  GU 妈妈  优秀 宝贝  亲生   中国 体委 体检 时 做  流程 可靠  DNA 鉴定  ,0
黄杨木 瑞兽 手作 精品 神形 兼备 开 脸 霸道 不怒 自威 式度 高古 娴雅 张力 饱足 高妙 手法   冗繁 髹 漆 仿古 玩味 无穷 得未曾有 虎年 新春 迎虎福 新星 助力 冬奥 冰雪 健儿 文房,0
彩绘   想要 冰墩 墩 冬奥 美甲  疯狂  国外 运动员 种草 冰墩 墩  越  戳   完整 笔记 O 网页 链接  ,0
羽生 结弦  冰墩 墩 合照 话 说 柚子   冬奥 村住 几天   想 柚子   冬奥 村 感受  品尝  大中华  美食  冬奥 村   黑 科技 相信 他会 喜欢 ,1
微观 北京 冬奥  生来  高山  非 溪流 我欲于 群峰 之巅 俯视 平庸  沟壑  生来  人杰  非 草芥  站  伟人 之肩 藐视 卑微  懦夫 守 一座 守 不住  城  一场  不赢  仗     荣耀   辉煌 放在 历史  车轮 之下 旗帜 凛然 天意 终究 难参  增顶 盛汉  君  天青 十几 转 成败  当笑  金博洋 战胜  金博洋 羽生  成就   陈滢 姐姐    ,1
冬奥会    冬奥 健儿,1
舒适 卡点 中国 剪纸 风 冬奥 项目 小图标 动  O 网页 链接,0
举杯 燕京 冬奥 喝彩 蔡 徐坤 代言 燕京啤酒 相约 冰雪 你好 冬奥 燕京 冰雪 款焕 新 上市   蔡 徐坤 ,1
美国 参加  冬奥   挺   俄罗斯  没全 ,0
王源 冬奥 播报 预告 视频 下午 五点 不见不散 期待 期待 期待,1
广西 百色市 急需 口罩  防疫 物资 疫情 撞  冬奥   真的     重视  迫切需要 援助,0
聚焦 北京 冬奥 今晚 冬奥会 升起 三面 国旗 元宵 月 圆 见证 五星红旗 升起  月色 醉人 共盼 人间 皆 安,1
龚俊 冬奥 播报 龚俊 粉丝 啦啦队  ,0
国际友人  北京 冬奥 越来越 有银魂  画风 ,0
格格 感悟 人生 十全十美 过大年 美滿 家庭 事事 圆 福寿康宁 身体 健 冬奥 奖杯 日 日增 美国  失 自信 中国 欢喜 美  L 黃 河 尋石者  微博 视频,0
  蹭 冬奥 热度  内地 明星    永远 拉 入 黑名单,-1
广西 百色市 急需 口罩  防疫 物资  关注 冬奥    希望  关注 广西 百色 革命 老区 疫情  封城  几天  物资 严重不足 请  伸出 援助 之手  帮忙 转发 帮  百色 早日 抗胜 疫情,0
冬奥 汽车 机器人 火炬手  首次 揭秘  冬奥 开幕式 真的  震撼   首次 揭秘 终于 看清  汽车 机器人 科技  发展 真的  太 厉害   冬奥 汽车 机器人 火炬手 满满的 黑 科技 酷炫   中国 科技 点赞  冬奥会 加油,1
错过  年  奥运会 本来 打算   孩子  体验 家门口  冬奥   疫情   成行 希望  一届  希望,-1
肖战 期待 冬奥 赛场    抹 中国 红   看过 花滑   关注   项目  中国 冰雪 加油,1
中国 男冰 首节  落后 北京 冬奥会 男子 冰球 小组赛 中国 男子 冰球队 首节 暂时 落后   攻入  球  小伙子  状态 出色 气势 十足  进攻 端    机会 面对 夺冠 热门 美国 男冰 一点 落下风  加油 男子 冰球 中国 vs 美国 逐梦 北京 冬奥,1
再见  北京 冬奥 唯一   开幕式   比赛 闭幕式    一届 奥运会 希望 疫情 快点 结束 希望   日子  快点  ,1
北京 冬奥    带来    想   全球    中国  认知 国内  团结 自信 包容  国家 满怀 热爱  希望 国外  进一步   真实  中国 成功  北京 冬奥  ,1
